"i"	"xct"	"nStableState"	"rosmax"	"rosmd"	"rosmin"	"camax"	"camd"	"camin"	"nadphmax"	"nadphmd"	"nadphmin"	"gshmax"	"gshmd"	"gshmin"	"gssgmax"	"gssgmd"	"gssgmin"	"cysmax"	"cysmd"	"cysmin"	"cys2max"	"cys2md"	"cys2min"	"glumax"	"glumd"	"glumin"	"pptaseRedmax"	"pptaseRedmd"	"pptaseRedmin"	"tkPhosmax"	"tkPhosmd"	"tkPhosmin"	"glc"	"gln"	"cys2o"	"switchNadphRed"	"kGshPro"	"kGshRed"	"foldkNadphOxCys2"	"foldkCys2Red"
150	3	3	0.46303674489413527	0.2749496535320738	0.0011293056370946797	0.5630367448941352	0.37494965353207377	0.10112930563709467	0.42079753874676284	0.21113835219834556	0.20782302614272113	2689.3498525733835	335.5842846791158	260.221821889156	1401.607638734742	1363.9264073397621	187.04362339262846	867.9074943067577	867.9074943067577	867.9074943067577	78.61199808008512	77.37762070237986	38.82480724765112	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999580099920263	0.09242728265226956	0.0848940218557784	0.01053807163447891	0.009763023816563608	0.009091256129015773	100	2000	200	0.7	0.00005	1.7	0.1	0.35000000000000003
151	3	3	0.47524371567281076	0.2623861385350884	0.0011402158132412855	0.5752437156728107	0.3623861385350884	0.10114021581324129	0.40644795352449753	0.20517444945036198	0.20153478720010967	2676.5974868507133	338.7834246113797	253.52459560490223	1404.956251876869	1362.3268373736303	193.41980625396346	867.9074943067577	867.9074943067577	867.9074943067577	81.06483034071542	79.62679259476502	40.195511357506156	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999574023644445	0.09281177269080626	0.08421374037131317	0.010614163030348032	0.009726512575630585	0.009091261151117507	100	2000	200	0.7	0.00005	1.7	0.15000000000000002	0.35000000000000003
152	3	3	0.48668615061446774	0.25064542701645726	0.0011520680726205157	0.5866861506144677	0.35064542701645723	0.1011520680726205	0.3921047190398057	0.19919136858492315	0.19527812731976288	2662.9505470040567	341.7199094285877	247.17435730595074	1408.1313710263448	1360.8585949650262	200.24327617729168	867.9074943067577	867.9074943067577	867.9074943067577	83.6621262010416	82.01853046239702	41.66586765937529	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999567390301585	0.0931664108017463	0.08354917317386644	0.010689565349139361	0.009693077351713715	0.009091266633646965	100	2000	200	0.7	0.00005	1.7	0.2	0.35000000000000003
153	3	3	0.49761415681417165	0.2394870210887664	0.0011649888689293064	0.5976141568141716	0.3394870210887664	0.10116498886892931	0.37776850364531295	0.19319465665923588	0.18904770885662492	2648.3120909974173	344.50559875136673	241.07269188608265	1411.1822037362788	1359.4657503036367	207.56250418061157	867.9074943067577	867.9074943067577	867.9074943067577	86.41936699967867	84.56436432890365	43.24707638270514	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999560120717102	0.0935002245725012	0.0828901031940114	0.010765409506666044	0.009661814784754471	0.009091272642044585	100	2000	200	0.7	0.00005	1.7	0.25	0.35000000000000003
154	3	3	0.5081948117557942	0.22875478472995578	0.0011791281688860568	0.6081948117557942	0.3287547847299558	0.10117912816888605	0.3634400714421604	0.18718804491694294	0.1828400294130832	2632.5707359057133	347.22054508556874	235.15522156306966	1414.1409388977852	1358.1082771365357	215.4331817264635	867.9074943067577	867.9074943067577	867.9074943067577	89.35342760867027	87.27792065662165	44.95206944930695	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999552120160714	0.0938190423520247	0.08222937879158386	0.01084253209879857	0.009632144328679582	0.009091279254608316	100	2000	200	0.7	0.00005	1.7	0.30000000000000004	0.35000000000000003
155	3	3	0.5185488528900393	0.2183404429105712	0.0011946651452091617	0.6185488528900392	0.3183404429105712	0.10119466514520917	0.34912029972866243	0.1811742295674291	0.17665264528151028	2615.5978819949155	349.92824871660724	229.37683014300006	1417.0301346078202	1356.7544253210165	223.91960868186226	867.9074943067577	867.9074943067577	867.9074943067577	92.48309475408156	90.17498443976358	46.79585616999798	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999543274373325	0.09412688034754323	0.08156150873334152	0.01092161994525825	0.009603668108199442	0.009091286565777642	100	2000	200	0.7	0.00005	1.7	0.35000000000000003	0.35000000000000003
156	3	3	0.5287693189583633	0.2081651581762819	0.0012118155974758294	0.6287693189583633	0.3081651581762819	0.10121181559747583	0.3348102003093895	0.17515527377148493	0.17048377493720102	2597.24427463812	352.6837427351713	223.70418895097887	1419.8664552038306	1355.3766783117344	233.0964123602602	867.9074943067577	867.9074943067577	867.9074943067577	95.82954939933182	93.27371640230213	48.79595459466921	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999533444323525	0.09442663951605125	0.08088194460491674	0.011003285683941008	0.009576100549001118	0.00909129469046767	100	2000	200	0.7	0.00005	1.7	0.4	0.35000000000000003
157	3	3	0.5389320083702925	0.19816932470252124	0.0012308417419319984	0.6389320083702925	0.2981693247025212	0.101230841741932	0.32051094566184757	0.16913283687032651	0.16433207698909993	2577.335713058921	355.53853321392796	218.11160420149926	1422.6627475785706	1353.9492830723561	243.05069314985957	867.9074943067577	867.9074943067577	867.9074943067577	99.41688580503198	96.59498199427047	50.97293416420697	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999522459197699	0.09472048916774645	0.08018667323564545	0.011088112734651349	0.009549229648824032	0.009091303769863295	100	2000	200	0.7	0.00005	1.7	0.45	0.35000000000000003
158	3	3	0.5491018390673434	0.18830650190936155	0.001252065297078886	0.6491018390673434	0.2883065019093615	0.10125206529707888	0.3062239012459761	0.16310831715632562	0.15819651692022235	2555.6676494031626	358.5441045041982	212.5785389883421	1425.429280185149	1352.446497427221	253.8847249777387	867.9074943067577	867.9074943067577	867.9074943067577	103.2727120052076	100.16278517833683	53.351104422792844	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999510106895335	0.09501009276411491	0.07947196303738269	0.011176685590123754	0.009522894168337789	0.009091313979275529	100	2000	200	0.7	0.00005	1.7	0.5	0.35000000000000003
159	3	3	0.5593370053176634	0.1785396002144189	0.0012758852287996225	0.6593370053176634	0.27853960021441887	0.10127588522879963	0.29195066561649285	0.15708294901015857	0.15207628270210488	2531.9983297454314	361.75484234575595	207.08804767236504	1428.1745258431376	1350.8411285064421	265.71938480660435	867.9074943067577	867.9074943067577	867.9074943067577	107.42887083932483	104.00481678678273	55.95939744692996	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999496120939488	0.09529674762278785	0.0787341917869255	0.011269612985277054	0.00949696949408516	0.009091325538961036	100	2000	200	0.7	0.00005	1.7	0.55	0.35000000000000003
160	3	3	0.5696918942985901	0.1688383659552303	0.00130280220106207	0.6696918942985901	0.2688383659552303	0.10130280220106207	0.27769312048196504	0.15105787599294324	0.14597072903089212	2506.0399978794458	365.2308911692872	201.6257382408077	1430.9056805589162	1349.1031040946766	278.6985507395972	867.9074943067577	867.9074943067577	867.9074943067577	111.92232470573985	108.15313815806788	58.832510160042354	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999480162137249	0.09558147452355857	0.07796971891791628	0.011367547973332628	0.009471358536263562	0.009091338729281327	100	2000	200	0.7	0.00005	1.7	0.6000000000000001	0.35000000000000003
161	3	3	0.5802192914702734	0.15917764865077721	0.0013334528686214766	0.6802192914702734	0.2591776486507772	0.10133345286862148	0.2634534934684351	0.1450342128911806	0.13987933919339454	2477.44749377585	369.0413495699993	196.17905499431583	1433.629022182162	1347.1978748943204	292.9948027913951	867.9074943067577	867.9074943067577	867.9074943067577	116.79625759127526	112.64503048247684	62.012399672682605	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0999946179238732	0.0958650765059981	0.07717478185892254	0.011471207368414515	0.009445985711287349	0.009091353912353202	100	2000	200	0.7	0.00005	1.7	0.65	0.35000000000000003
162	3	3	0.5909721885950276	0.14953615162574316	0.0013686589364543924	0.6909721885950276	0.24953615162574316	0.10136865893645439	0.24923443709740276	0.1390131060995694	0.13380169826294475	2445.8033006854475	373.2682214258017	190.73676284656042	1436.35016825604	1345.0844389664192	308.8168993365963	867.9074943067577	867.9074943067577	867.9074943067577	122.1014646617051	117.52405072099658	65.55026473225406	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999440436460731	0.09614817772900568	0.07634540407356102	0.011581392324576547	0.009420792908503634	0.009091371563640815	100	2000	200	0.7	0.00005	1.7	0.7000000000000001	0.35000000000000003
163	3	3	0.6020053975035714	0.13989548077249367	0.0014094989299926698	0.7020053975035714	0.23989548077249367	0.10140949892999267	0.23503912834151525	0.13299580099218833	0.12773747384804293	2410.597677887544	378.01166026576465	185.288561943251	1439.0742687076945	1342.7127195464377	326.4197107355482	867.9074943067577	867.9074943067577	867.9074943067577	127.8981244890133	122.84134694665036	69.50920660491312	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999415324866102	0.0964312487360988	0.07547730659526684	0.011699011583682415	0.009395736796056452	0.009091392319183777	100	2000	200	0.7	0.00005	1.7	0.75	0.35000000000000003
164	3	3	0.6133771160654004	0.1302393657004787	0.0014574158882453504	0.7133771160654003	0.2302393657004787	0.10145741588824535	0.22087139391697044	0.12698372657106138	0.12168640204371152	2371.2018756091516	383.3973009325634	179.82478781165528	1441.8061557734925	1340.0198992130383	346.1176118747442	867.9074943067577	867.9074943067577	867.9074943067577	134.2580851906563	128.6572994295179	73.96785542210411	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999385406054485	0.09671462188754153	0.07456581692654651	0.011825108966529534	0.009370787079710825	0.009091417048170361	100	2000	200	0.7	0.00005	1.7	0.8	0.35000000000000003
165	3	3	0.6251505671074751	0.12055295464415781	0.0015143837347359136	0.725150567107475	0.2205529546441578	0.10151438373473591	0.2067358667298325	0.12097861229500614	0.11564827707818671	2326.831416896146	389.5869527618875	174.3361676121299	1444.5504658732552	1336.9250732983764	368.30284123124716	867.9074943067577	867.9074943067577	867.9074943067577	141.26784890261533	135.0435669760403	79.0253940477545	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999349207179889	0.09699849915748325	0.0736057700822663	0.011960896945462275	0.009345925483760042	0.009091446968037386	100	2000	200	0.7	0.00005	1.7	0.8500000000000001	0.35000000000000003
166	3	3	0.6373958256284444	0.11082208670795435	0.0015831731336584554	0.7373958256284444	0.21082208670795433	0.10158317313365846	0.19263817731273267	0.11498266162218208	0.10962294366485956	2276.49477680291	396.79482483105085	168.81361217778735	1447.3117435904264	1333.3211372637948	393.47116127786506	867.9074943067577	867.9074943067577	867.9074943067577	149.03251806552373	142.0856249250132	84.80864779781756	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999304605019647	0.09728295349810491	0.0725913967193899	0.012107798629408955	0.00932114532079567	0.009091483833838367	100	2000	200	0.7	0.00005	1.7	0.9	0.35000000000000003
167	3	3	0.6501919605133109	0.10103241844864917	0.001667793568412357	0.7501919605133108	0.20103241844864916	0.10166779356841237	0.17858517722375364	0.10899882633891679	0.10361029139863333	2218.919962659812	405.31318749978817	163.2480289585478	1450.0945352000463	1329.061955929426	422.2585683494141	867.9074943067577	867.9074943067577	867.9074943067577	157.68108661399415	149.88586465445266	91.4823032129905	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999248432457898	0.09756792434502329	0.07151619289693596	0.012267501271365045	0.009296451577818941	0.009091530263550376	100	2000	200	0.7	0.00005	1.7	0.9500000000000001	0.35000000000000003
168	3	3	0.6636296441587757	0.09116820604664957	0.0017742643527129953	0.7636296441587757	0.19116820604664958	0.101774264352713	0.16458516997852313	0.10303126689738773	0.0976102507533059	2152.4463848332425	415.5549175740004	157.63014410738387	1452.903477625628	1323.9410908923198	455.49535726269875	867.9074943067577	867.9074943067577	867.9074943067577	167.3736437110398	158.56723715141752	99.26400619363794	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.0999917576664189	0.09785320759894098	0.0703727651027327	0.0124420255881678	0.009271861470440118	0.009091590326547766	100	2000	200	0.7	0.00005	1.7	1.	0.35000000000000003
169	3	3	0.43427316532977056	0.3045683868580913	0.0011098977465176408	0.5342731653297705	0.4045683868580912	0.10110989774651764	0.4495134830253254	0.2229639543800015	0.22053815070639562	2712.4995611229174	327.53102768330353	275.47942163151384	1393.9788388635632	1367.9530358376683	175.46876911786146	867.9074943067577	867.9074943067577	867.9074943067577	64.81967119894952	64.11444601152596	31.8015164292804	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999590837783129	0.09149221480752485	0.08638243996256444	0.01037533393415239	0.009852972485588697	0.009091247254080056	100	2000	200	0.7	0.00005	1.7	0.	0.4
170	3	3	0.4478602439299064	0.29058644575356335	0.001118024729919953	0.5478602439299064	0.3905864457535633	0.10111802472991994	0.4369476851681292	0.21781323240605308	0.21494638825119156	2702.7320897107506	331.44559543080135	268.3822886166761	1397.527405370982	1365.9957519639195	180.35250482394474	867.9074943067577	867.9074943067577	867.9074943067577	66.5059344886838	65.63058753456924	32.71606853830205	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999586352458924	0.09193944443625408	0.08569905621594348	0.010449423845346136	0.009809745437894077	0.009091250961236858	100	2000	200	0.7	0.00005	1.7	0.05	0.4
171	3	3	0.459822585618751	0.27826104046673333	0.0011267123458655437	0.559822585618751	0.3782610404667333	0.10112671234586554	0.42438585696025444	0.21262538735806297	0.209400941089837	2692.4083392800644	334.7249750864831	261.96743536116134	1400.7348319987395	1364.3560621360787	185.51438003928794	867.9074943067577	867.9074943067577	867.9074943067577	68.26717368705627	67.23190769096489	33.68446469447673	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999581539998588	0.09232491484697708	0.08506825644926048	0.010518758178064587	0.009772790932642956	0.009091254938777684	100	2000	200	0.7	0.00005	1.7	0.1	0.4
172	3	3	0.4707730931513833	0.26698411419042245	0.0011360202401109465	0.5707730931513832	0.36698411419042243	0.10113602024011095	0.41182833692494425	0.20741354405970264	0.2038888031922051	2681.4796594007225	337.62208885560347	255.98849063640915	1403.7243043611156	1362.9075052515184	190.9787199789589	867.9074943067577	867.9074943067577	867.9074943067577	70.11277810158565	68.92129672832822	34.71157551312028	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999576363702711	0.09267172410036893	0.08446630754025537	0.010585784773834475	0.009739779951707335	0.009091259217035675	100	2000	200	0.7	0.00005	1.7	0.15000000000000002	0.4
173	3	3	0.4810422917522632	0.2564305693290934	0.001146016773171299	0.5810422917522632	0.3564305693290934	0.10114601677317131	0.399275502730267	0.20218490368656777	0.19840289979771422	2669.8915878002203	340.2765030642268	250.3133059213315	1406.5618967186545	1361.5802981472068	196.77275577920997	867.9074943067577	867.9074943067577	867.9074943067577	72.05141875541092	70.7036487638748	35.802873749733045	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999570781229765	0.09299216009848996	0.08388022702497648	0.010651870278647217	0.00970947690623941	0.009091263831007404	100	2000	200	0.7	0.00005	1.7	0.2	0.4
174	3	3	0.49083415076255676	0.24640251588036827	0.0011567806626474164	0.5908341507625567	0.34640251588036824	0.10115678066264741	0.38672777693124344	0.1969439695463934	0.19293886285769804	2657.582960536279	342.77742605600776	244.86110256854727	1409.2879983950465	1360.3298366513163	202.9270694111805	867.9074943067577	867.9074943067577	867.9074943067577	74.09191805051928	72.58516444315634	36.96452975022401	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999564743479249	0.09329366737440753	0.08330180965117807	0.010717905727001873	0.009681135595421452	0.009091268821276035	100	2000	200	0.7	0.00005	1.7	0.25	0.4
175	3	3	0.5002865604447725	0.23676887363182308	0.0011684030094966768	0.6002865604447725	0.33676887363182306	0.10116840300949669	0.3741856337342209	0.19169381276965478	0.18749376685247968	2644.484854372735	345.1882822386108	239.5780736125577	1411.9295128730412	1359.1244085600147	209.47612249295264	867.9074943067577	867.9074943067577	867.9074943067577	76.24365681905805	74.57314458443429	38.20352554146063	1906.0280554150588	1906.0280554150588	1906.0280554150588	0.09999558193200948	0.09358115395152583	0.08272531301198582	0.010784541647982773	0.009654265876087679	0.009091274235160833	100	2000	200	0.7	0.00005	1.7	0.30000000000000004	0.4
